movieId,title,genres,IMAX,Film-Noir,War,Mystery,Adventure,Horror,Western,Thriller,Crime,Musical,Fantasy,Animation,Children,Romance,Action,Comedy,(no genres listed),Sci-Fi,Documentary,Drama
4478,Biloxi Blues (1988),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4479,Bird (1988),Drama|Musical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4480,"Blob, The (1988)",Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4481,"Boost, The (1988)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4482,"Bright Lights, Big City (1988)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4483,Caddyshack II (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4484,Camille Claudel (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4485,Casual Sex? (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4486,Clean and Sober (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4487,Cocktail (1988),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4488,Colors (1988),Action|Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4489,Coming to America (1988),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4490,"Couch Trip, The (1988)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4491,Criminal Law (1988),Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4492,Critters (1986),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4493,Critters 2: The Main Course (1988),Comedy|Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4494,Critters 3 (1991),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4495,Crossing Delancey (1988),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4497,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4498,"Dead Pool, The (1988)",Action|Crime|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4499,Dirty Rotten Scoundrels (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4500,Drowning by Numbers (1988),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4501,"Elvira, Mistress of the Dark (1988)",Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4502,Ernest Saves Christmas (1988),Children|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4503,Everybody's All-American (1988),Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4504,Feds (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4505,For Keeps (1988),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4506,Frantic (1988),Crime|Mystery|Thriller,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4507,Fresh Horses (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4508,Gorillas in the Mist (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4509,"Great Outdoors, The (1988)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4510,Heartbreak Hotel (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4511,High Spirits (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4512,Hot to Trot (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4513,"House on Carroll Street, The (1988)",Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4514,Howling IV: The Original Nightmare (1988),Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,Imagine: John Lennon (1988),Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4516,Johnny Be Good (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4518,"Lair of the White Worm, The (1988)",Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4520,License to Drive (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4521,Little Nikita (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4522,Masquerade (1988),Mystery|Romance|Thriller,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4524,Moon Over Parador (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4525,Moving (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4527,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4528,Off Limits (1988),Action|Thriller|War,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4530,Permanent Record (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4531,Red Heat (1988),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4532,Return of the Living Dead Part II (1988),Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4536,Rocket Gibraltar (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4537,Running on Empty (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4538,Salome's Last Dance (1988),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4539,Salsa (1988),Musical|Romance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4540,Satisfaction (a.k.a. Girls of Summer) (1988),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4541,"Serpent and the Rainbow, The (1988)",Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4542,Shakedown (1988),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4543,Shoot to Kill (1988),Action|Adventure,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4544,Short Circuit 2 (1988),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4545,Short Circuit (1986),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4547,Stormy Monday (1988),Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4548,Sunset (1988),Action|Comedy|Thriller|Western,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4549,Sweet Hearts Dance (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4550,Switching Channels (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4551,"Telephone, The (1988)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4553,They Live (1988),Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4554,To Kill a Priest (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4555,Torch Song Trilogy (1988),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4556,Track 29 (1988),Drama|Mystery,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4557,Tucker: The Man and His Dream (1988),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4558,Twins (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4559,Vice Versa (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4560,Watchers (1988),Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4561,Waxwork (1988),Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4562,Without a Clue (1988),Comedy|Mystery,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4563,Young Einstein (1988),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4564,Always (1989),Drama|Fantasy|Romance,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4565,American Ninja (1985),Action|Adventure,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4566,American Ninja 2: The Confrontation (1987),Action|Adventure,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4567,American Ninja 3: Blood Hunt (1989),Action|Adventure,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4568,Best of the Best (1989),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4569,Best of the Best 2 (1993),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4570,"Big Picture, The (1989)",Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4572,Black Rain (1989),Action|Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4573,Blaze (1989),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4574,Blind Fury (1989),Action|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4575,Breaking In (1989),Adventure|Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4576,C.H.U.D. II - Bud the Chud (1989),Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4577,Casualties of War (1989),Drama|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4578,Chances Are (1989),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4579,Cookie (1989),Comedy|Crime,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4580,Cyborg (1989),Action|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4581,Dad (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4582,Dead Bang (1989),Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4583,Disorganized Crime (1989),Action|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4584,Dream a Little Dream (1989),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4585,"Dream Team, The (1989)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4586,"Dry White Season, A (1989)",Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4588,Eddie and the Cruisers II: Eddie Lives! (1989),Drama|Musical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4589,Eddie and the Cruisers (1983),Drama|Musical|Mystery,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4590,Enemies: A Love Story (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4591,Erik the Viking (1989),Adventure|Comedy|Fantasy,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4592,"Experts, The (1989)",Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4593,Family Business (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4594,Farewell to the King (1989),Action|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4595,Fat Man and Little Boy (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4596,The Girl in a Swing (1988),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4597,Gleaming the Cube (1989),Action|Drama|Mystery,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4598,Going Overboard (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4599,Great Balls of Fire! (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4601,Happy Together (1989),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4602,Harlem Nights (1989),Comedy|Crime|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4603,Her Alibi (1989),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4604,Homer & Eddie (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4605,How to Get Ahead in Advertising (1989),Comedy|Fantasy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4606,Immediate Family (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4607,In Country (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4608,"Innocent Man, An (1989)",Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4609,Jacknife (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
4611,Johnny Handsome (1989),Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4613,K-9 (1989),Action|Comedy|Crime,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4614,Kickboxer (1989),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4615,Last Exit to Brooklyn (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4616,Lean on Me (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4617,Let It Ride (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4618,Leviathan (1989),Horror|Sci-Fi|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4619,Little Monsters (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4620,Lock Up (1989),Action|Adventure|Crime|Drama|Thriller,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4621,Look Who's Talking (1989),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4622,Loverboy (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4623,Major League (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4624,Meet the Feebles (1989),Animation|Comedy|Musical,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4625,Millennium (1989),Drama|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4626,Miracle Mile (1989),Drama|Romance|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4627,Miss Firecracker (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4628,New York Stories (1989),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4629,Next of Kin (1989),Action|Crime|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4630,No Holds Barred (1989),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4631,Old Gringo (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4632,"Package, The (1989)",Action|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4633,Parents (1989),Comedy|Drama|Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4634,Penn & Teller Get Killed (1989),Adventure|Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4635,Pink Cadillac (1989),Action|Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4636,"Punisher, The (1989)",Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4637,Red Scorpion (1989),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4639,America's Sweethearts (2001),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4640,Brother (2000),Action|Crime|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4641,Ghost World (2001),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4645,Cure (1997),Crime|Horror|Thriller,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4646,Greenfingers (2000),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4647,Jackpot (2001),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4648,"Monkey's Mask, The (2000)",Crime|Mystery,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4649,Wet Hot American Summer (2001),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4650,Relentless (1989),Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4651,Renegades (1989),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4652,"Return of Swamp Thing, The (1989)",Comedy|Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4653,"Return of the Musketeers, The (1989)",Adventure|Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4654,Road House (1989),Action|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4655,Romero (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4656,Rosalie Goes Shopping (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4657,Rude Awakening (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4659,Scandal (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4660,Scenes from the Class Struggle in Beverly Hills (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4661,Sea of Love (1989),Crime|Drama|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4663,She's Out of Control (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4664,Shirley Valentine (1989),Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4665,Shocker (1989),Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4666,Skin Deep (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4667,Slaves of New York (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4668,Some Girls (1988),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4669,Stepfather II (1989),Horror|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4670,"Stepfather, The (1987)",Horror|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4671,Sweetie (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4672,"Tall Guy, The (1989)",Comedy|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4674,Tap (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4675,Three Fugitives (1989),Action|Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4676,Troop Beverly Hills (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4677,Turner & Hooch (1989),Comedy|Crime,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4678,UHF (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4679,Uncle Buck (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4680,Vampire's Kiss (1989),Comedy|Fantasy|Horror,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4681,"War of the Roses, The (1989)",Comedy|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4682,Warlock (1989),Action|Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4683,"Wizard, The (1989)",Adventure|Children|Comedy|Drama,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4684,Worth Winning (1989),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4685,Warlock: The Armageddon (1993),Horror,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686,Weekend at Bernie's II (1993),Adventure|Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4687,Billy Liar (1963),Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4688,Black Robe (1991),Adventure|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",Mystery|Thriller,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4690,"Cotton Club, The (1984)",Crime|Musical,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4691,Def-Con 4 (1985),Action|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4692,"Hotel New Hampshire, The (1984)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4693,Idiot Box (1996),Crime|Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4694,Left Luggage (1998),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
